Alloy_or_not,Pt_or_not,Weight_ratio (wt%),Particle_size (nm),Surface_area (m2/g),N_doped (at%),pH,Current_density (mA/cm2),Overpotential (mV)
0,1,0.13,5,461,11.62,0.3,20,267
0,0,0,0,461,11.62,0.3,10,582
0,0,0,0,461,11.62,0.3,20,661
0,0,0,0,485,4.52,0.3,10,626
0,0,0,0,485,4.52,0.3,20,686
0,0,0,0,491,7.22,0.3,10,513
0,0,0,0,491,7.22,0.3,20,598
0,0,0,0,509,3.05,0.3,10,700
0,0,0,0,509,3.05,0.3,20,759
1,0,43.86,20,146.3,9.36,0.3,10,248.9
1,0,40.93,20,94.8,5.84,0.3,10,127.8
1,0,35.26,20,162.6,9.17,0.3,10,151.2
1,0,24.18,20,227.2,10.15,0.3,10,272.9
0,0,10.74,10,204.2,0,14,100,269
0,0,10.74,10,204.2,0,14,80,246
0,0,10.74,10,204.2,0,14,60,218
0,0,10.74,10,204.2,0,14,50,205
0,0,10.74,10,204.2,0,14,40,188
0,0,10.74,10,204.2,0,14,20,152
0,0,10.74,10,204.2,0,14,10,128
0,1,3,0.35,28,0,0.3,10,69
0,1,3,0.35,28,0,0.3,20,95.7
0,1,3,0.35,28,0,0.3,40,139
0,1,3,0.35,28,0,0.3,50,157
0,1,1.5,0.35,28,0,0.3,10,66
0,1,1.5,0.35,28,0,0.3,20,90
0,1,1.5,0.35,28,0,0.3,40,129
0,1,1.5,0.35,28,0,0.3,50,146.9
0,1,0.5,0.35,28,0,0.3,10,60
0,1,0.5,0.35,28,0,0.3,20,84
0,1,0.5,0.35,28,0,0.3,40,125
0,1,0.5,0.35,28,0,0.3,50,143.5
0,1,0.1,0.35,28,0,0.3,10,61.3
0,1,0.1,0.35,28,0,0.3,20,87
0,1,0.1,0.35,28,0,0.3,40,130
0,1,0.1,0.35,28,0,0.3,50,149
0,1,1.5,3,1129.26,12.4,0.3,10,33.9
0,1,1.5,3,1129.26,12.4,0.3,60,50
0,1,0.95,3,1020.36,11.2,0.3,10,15.9
0,1,0.95,3,1020.36,11.2,0.3,60,85
0,1,0.8,3,587.3,9,0.3,10,16
0,1,0.8,3,587.3,9,0.3,60,94
0,1,0.6,3,248.52,8.5,0.3,10,26.4
0,1,0.6,3,248.52,8.5,0.3,60,123
1,1,1.5,0.35,1247.81,4.8,0.3,10,188
1,1,1.5,0.35,1247.81,4.8,0.3,20,262
1,1,1.5,0.35,900.21,4.8,0.3,10,332
1,1,1.5,0.35,900.21,4.8,0.3,20,452
1,1,1.5,0.35,879.21,4.8,0.3,10,209
1,1,1.5,0.35,879.21,4.8,0.3,20,315
1,1,1.5,0.35,744.58,4.8,0.3,10,189
1,1,1.5,0.35,744.58,4.8,0.3,20,230
1,1,1.5,0.35,586.82,4.8,0.3,10,51
1,1,1.5,0.35,586.82,4.8,0.3,20,93
0,1,0.452,1,86.67,1.4,0.3,10,49.5
0,1,0.452,1,86.67,1.4,0.3,20,61
0,1,0.452,1,86.67,1.4,0.3,40,76
0,1,0.452,1,86.67,1.4,0.3,50,81
0,1,0.452,1,86.67,1.4,0.3,100,105
0,1,0.323,0.35,86.51,0.68,0.3,10,43.9
0,1,0.323,0.35,86.51,0.68,0.3,20,52
0,1,0.323,0.35,86.51,0.68,0.3,40,64
0,1,0.323,0.35,86.51,0.68,0.3,50,69.5
0,1,0.323,0.35,86.51,0.68,0.3,100,90.5
0,1,3.6,3.2,516,12.4,1,10,57
0,1,3.6,3.2,516,12.4,1,20,103
0,1,3.6,3.2,516,12.4,1,40,192
0,1,3.6,3.2,516,12.4,1,50,236
0,1,3.6,3.2,516,12.4,1,60,278
1,1,24.83,7.5,29,0,13,10,370
1,1,19.65,7.5,34.4,0,13,10,280
0,1,46,3.5,36,0,13,10,470
1,1,10.11,6,347,4.3,14,100,220
1,1,10.11,6,347,4.3,14,80,202
1,1,10.11,6,347,4.3,14,60,177
1,1,10.11,6,347,4.3,14,50,159
1,1,10.11,6,347,4.3,14,40,139
1,1,10.11,6,347,4.3,14,20,79
1,1,10.11,6,347,4.3,14,10,42
1,1,6.95,2.5,2809.7,37.69,0.3,10,29
1,1,6.95,2.5,2809.7,37.69,0.3,20,38
1,1,6.95,2.5,2809.7,37.69,0.3,40,45
1,1,6.95,2.5,2809.7,37.69,0.3,50,48
1,1,6.95,2.5,2809.7,37.69,0.3,60,50.5
1,1,6.95,2.5,2809.7,37.69,14,10,46
1,1,6.95,2.5,2809.7,37.69,14,20,83
1,1,6.95,2.5,2809.7,37.69,14,40,120
1,1,6.95,2.5,2809.7,37.69,14,50,134
0,1,10,3.5,254,0,0.3,10,41
0,1,10,3.5,254,0,0.3,20,49
0,1,10,3.5,254,0,0.3,40,57.6
0,1,10,3.5,254,0,0.3,50,60.4
0,1,10,3.5,254,0,0.3,60,64.7
0,1,10,3.5,254,0,14,10,64
0,1,10,3.5,254,0,14,20,161
0,1,14,2.5,2809.7,37.69,0.3,10,58
0,1,14,2.5,2809.7,37.69,0.3,20,69
0,1,14,2.5,2809.7,37.69,0.3,40,83
0,1,14,2.5,2809.7,37.69,0.3,50,90
0,1,14,2.5,2809.7,37.69,0.3,60,96
0,1,14,2.5,2809.7,37.69,14,10,50
0,1,14,2.5,2809.7,37.69,14,20,93
0,1,14,2.5,2809.7,37.69,14,40,166
0,1,14,2.5,2809.7,37.69,14,50,192
1,1,11.52,2.1,844.1,27,0.3,80,60
1,1,11.52,2.1,844.1,27,0.3,60,52
1,1,11.52,2.1,844.1,27,0.3,50,48
1,1,11.52,2.1,844.1,27,0.3,40,45
1,1,11.52,2.1,844.1,27,0.3,20,35.5
1,1,11.52,2.1,844.1,27,0.3,10,27
0,1,9.58,2.1,839.24,27,0.3,80,108
0,1,9.58,2.1,839.24,27,0.3,60,90
0,1,9.58,2.1,839.24,27,0.3,50,80
0,1,9.58,2.1,839.24,27,0.3,40,71
0,1,9.58,2.1,839.24,27,0.3,20,50
0,1,9.58,2.1,839.24,27,0.3,10,38
1,0,11.23,28,169.47,0,14,100,259
1,0,11.23,28,169.47,0,14,80,234
1,0,11.23,28,169.47,0,14,60,204
1,0,11.23,28,169.47,0,14,50,186
1,0,11.23,28,169.47,0,14,40,167
1,0,11.23,28,169.47,0,14,20,120
1,0,11.23,28,169.47,0,14,10,78
1,0,100,5,4.3,0,14,100,148
1,0,100,5,4.3,0,14,80,124
1,0,100,5,4.3,0,14,60,96
1,0,100,5,4.3,0,14,50,84
1,0,100,5,4.3,0,14,40,72
1,0,100,5,4.3,0,14,20,42
1,0,100,5,4.3,0,14,10,21
1,0,14,25,193.9,3.1,0.3,100,404
1,0,14,25,193.9,3.1,0.3,80,360
1,0,14,25,193.9,3.1,0.3,60,310
1,0,14,25,193.9,3.1,0.3,50,279
1,0,14,25,193.9,3.1,0.3,40,245
1,0,14,25,193.9,3.1,0.3,20,152
1,0,14,25,193.9,3.1,0.3,10,63
0,0,4.1,5,193.9,1.8,0.3,60,468
0,0,4.1,5,193.9,1.8,0.3,50,438
0,0,4.1,5,193.9,1.8,0.3,40,403
0,0,4.1,5,193.9,1.8,0.3,20,285
0,0,4.1,5,193.9,1.8,0.3,10,120
1,0,18.14,30,343.3,1.22,14,60,409
1,0,18.14,30,343.3,1.22,14,50,395
1,0,18.14,30,343.3,1.22,14,40,377
1,0,18.14,30,343.3,1.22,14,20,327
1,0,18.14,30,343.3,1.22,14,10,277
1,0,18.93,28,312.6,1.22,14,60,313
1,0,18.93,28,312.6,1.22,14,50,301
1,0,18.93,28,312.6,1.22,14,40,286
1,0,18.93,28,312.6,1.22,14,20,243
1,0,18.93,28,312.6,1.22,14,10,203
1,0,19.15,20,320.1,1.22,14,60,338
1,0,19.15,20,320.1,1.22,14,50,326
1,0,19.15,20,320.1,1.22,14,40,313
1,0,19.15,20,320.1,1.22,14,20,268
1,0,19.15,20,320.1,1.22,14,10,232
0,0,18.52,35,238.5,1.22,14,60,363
0,0,18.52,35,238.5,1.22,14,50,350
0,0,18.52,35,238.5,1.22,14,40,337
0,0,18.52,35,238.5,1.22,14,20,296
0,0,18.52,35,238.5,1.22,14,10,259
0,0,18.08,25,329.6,1.22,14,60,430
0,0,18.08,25,329.6,1.22,14,50,414
0,0,18.08,25,329.6,1.22,14,40,396
0,0,18.08,25,329.6,1.22,14,20,343
0,0,18.08,25,329.6,1.22,14,10,296
0,1,7.2,3.76,766,2.29,0.3,10,91
0,1,7.2,3.76,766,2.29,0.3,20,133
0,1,7.2,3.76,766,2.29,0.3,40,207
0,1,7.2,3.76,766,2.29,0.3,50,243
0,1,7.2,3.76,2871,3.53,0.3,10,8
0,1,7.2,3.76,2871,3.53,0.3,20,18.2
0,1,7.2,3.76,2871,3.53,0.3,40,36.5
0,1,7.2,3.76,2871,3.53,0.3,50,44.6
0,1,7.2,3.76,2871,3.53,0.3,60,50
0,1,7.2,3.76,2871,3.53,0.3,100,81
0,1,7.2,3.76,2871,3.53,14,10,41
0,1,7.2,3.76,2871,3.53,14,20,53.5
0,1,7.2,3.76,2871,3.53,14,40,70.3
0,1,7.2,3.76,2871,3.53,14,50,78.7
0,1,7.2,3.76,2871,3.53,7.4,10,65
0,1,7.2,3.76,2871,3.53,7.4,20,79.3
0,1,7.2,3.76,2871,3.53,7.4,40,102
0,1,7.2,3.76,2871,3.53,7.4,50,112
0,1,2.3,2.1,660,0,0.3,10,33.2
0,1,2.3,2.1,660,0,0.3,20,43.5
0,1,2.3,2.1,660,0,0.3,40,56.3
0,1,2.3,2.1,660,0,0.3,50,61.2
0,1,2.3,2.1,660,0,0.3,60,64.8
0,1,2.3,2.1,660,0,0.3,100,78
0,1,10,3.5,254,0,0.3,10,31.7
0,1,10,3.5,254,0,0.3,20,44.9
0,1,10,3.5,254,0,0.3,40,68.6
0,1,10,3.5,254,0,0.3,50,78.2
0,1,10,3.5,254,0,0.3,60,88.5
0,1,2.7,2.1,883,0,0.3,10,37.1
1,0,91.4,20,83.5,0,14,200,305
1,0,91.4,20,83.5,0,14,150,285
1,0,91.4,20,83.5,0,14,100,259
1,0,91.4,20,83.5,0,14,80,244
1,0,91.4,20,83.5,0,14,60,224
1,0,91.4,20,83.5,0,14,50,212
1,0,91.4,20,83.5,0,14,40,196
1,0,91.4,20,83.5,0,14,20,149
1,0,91.4,20,83.5,0,14,10,104
0,0,86.8,20,22.9,0,14,200,423
0,0,86.8,20,22.9,0,14,150,414
0,0,86.8,20,22.9,0,14,100,398
0,0,86.8,20,22.9,0,14,80,387
0,0,86.8,20,22.9,0,14,60,372
0,0,86.8,20,22.9,0,14,50,361
0,0,86.8,20,22.9,0,14,40,347
0,0,86.8,20,22.9,0,14,20,292
0,0,86.8,20,22.9,0,14,10,206
0,0,85,20,62.8,0,14,200,315
0,0,85,20,62.8,0,14,150,291
0,0,85,20,62.8,0,14,100,257
0,0,85,20,62.8,0,14,80,243
0,0,85,20,62.8,0,14,60,224
0,0,85,20,62.8,0,14,50,211
0,0,85,20,62.8,0,14,40,195
0,0,85,20,62.8,0,14,20,147
0,0,85,20,62.8,0,14,10,110
1,0,63.33,30,30.3,10.06,14,200,242
1,0,63.33,30,30.3,10.06,14,150,220
1,0,63.33,30,30.3,10.06,14,100,195
1,0,63.33,30,30.3,10.06,14,80,183
1,0,63.33,30,30.3,10.06,14,60,169
1,0,63.33,30,30.3,10.06,14,50,161
1,0,63.33,30,30.3,10.06,14,40,152
1,0,63.33,30,30.3,10.06,14,20,126
1,0,63.33,30,30.3,10.06,14,10,100
1,1,10,15,79.01,0,14,100,231
1,1,10,15,79.01,0,14,80,193
1,1,10,15,79.01,0,14,60,150
1,1,10,15,79.01,0,14,50,130
1,1,10,15,79.01,0,14,40,108
1,1,10,15,79.01,0,14,20,65
1,1,10,15,79.01,0,14,10,39
1,0,10,5,50.66,0,14,100,262
1,0,10,5,50.66,0,14,80,225
1,0,10,5,50.66,0,14,60,186
1,0,10,5,50.66,0,14,50,165
1,0,10,5,50.66,0,14,40,145
1,0,10,5,50.66,0,14,20,100
1,0,10,5,50.66,0,14,10,74
0,0,10,4,47.4,0,14,100,308
0,0,10,4,47.4,0,14,80,272
0,0,10,4,47.4,0,14,60,230
0,0,10,4,47.4,0,14,50,209
0,0,10,4,47.4,0,14,40,188
0,0,10,4,47.4,0,14,20,142
0,0,10,4,47.4,0,14,10,114
0,1,5.8,4.3,27.2,0,0.3,10,39.5
0,1,5.8,4.3,27.2,0,0.3,20,49.3
0,1,5.8,4.3,27.2,0,0.3,40,64.5
0,1,5.8,4.3,27.2,0,0.3,50,70.4
0,1,5.8,4.3,27.2,0,0.3,60,76.3
0,1,5.8,4.3,27.2,0,0.3,100,96.9
0,1,5.7,4.3,57.8,6,0.3,10,22
0,1,5.7,4.3,57.8,6,0.3,20,25.4
0,1,5.7,4.3,57.8,6,0.3,40,31.3
0,1,5.7,4.3,57.8,6,0.3,50,33.8
0,1,5.7,4.3,57.8,6,0.3,60,36.3
0,1,5.7,4.3,57.8,6,0.3,100,45.2
1,0,51.4,17.2,233.47,0,0.3,20,63
1,0,51.4,17.2,233.47,0,0.3,10,50
1,0,61.2,16,240.05,0,0.3,20,55
1,0,61.2,16,240.05,0,0.3,10,40
1,0,27.1,14.5,234.02,0,0.3,20,82
1,0,27.1,14.5,234.02,0,0.3,10,70
0,0,11.4,13,44.98,0,0.3,20,286
0,0,11.4,13,44.98,0,0.3,10,220
0,0,7.1,6.6,268.29,0,0.3,20,189
0,0,7.1,6.6,268.29,0,0.3,10,158
1,0,12.5,15,373,8.1,14,40,361
1,0,12.5,15,373,8.1,14,100,314
1,0,12.5,15,373,8.1,14,80,301
1,0,12.5,15,373,8.1,14,60,283
1,0,12.5,15,373,8.1,14,50,273
1,0,12.5,15,373,8.1,14,20,228
1,0,12.5,15,373,8.1,14,10,198
1,1,4.24,2.75,1054.7,0.89,14,20,102
1,1,4.24,2.75,1054.7,0.89,14,10,67
1,1,27.91,20,110.1,15.94,0.3,50,101
1,1,27.91,20,110.1,15.94,0.3,40,95
1,1,27.91,20,110.1,15.94,0.3,20,76.32
1,1,27.91,20,110.1,15.94,13,50,67
1,1,27.91,20,110.1,15.94,0.3,10,63
1,1,27.91,20,110.1,15.94,13,40,52
1,1,27.91,20,110.1,15.94,13,20,33.8
1,1,27.91,20,110.1,15.94,13,10,27
1,1,27.91,19,110.1,13.4,13,10,26.7
1,1,27.91,19,110.1,13.4,13,20,34
1,1,27.91,19,110.1,13.4,13,40,53.5
1,1,27.91,19,110.1,13.4,13,50,67.3
1,1,27.91,19,110.1,13.4,0.3,10,65
1,1,27.91,19,110.1,13.4,0.3,20,76.9
1,1,27.91,19,110.1,13.4,0.3,40,93.3
1,1,27.91,19,110.1,13.4,0.3,50,102
0,0,55.61,20,91.98,2.15,0.3,50,862
0,0,55.61,20,91.98,2.15,0.3,40,812
0,0,55.61,20,91.98,2.15,0.3,20,709.8
0,0,55.61,20,91.98,2.15,0.3,10,589
0,0,55.61,20,91.98,2.15,13,50,479
0,0,55.61,20,91.98,2.15,13,40,422
0,0,55.61,20,91.98,2.15,13,20,327
0,0,55.61,20,91.98,2.15,13,10,260
0,1,1.26,4.2,604.94,0,14,10,42
0,1,1.26,4.2,604.94,0,14,20,61
0,1,1.26,4.2,604.94,0,14,40,86
0,1,1.26,4.2,604.94,0,14,50,97
0,1,1.26,4.2,604.94,0,14,60,105
0,1,1.26,4.2,604.94,0,14,100,137
0,1,2.17,4,604.94,0,14,10,65
0,1,2.17,4,604.94,0,14,20,95
0,1,2.17,4,604.94,0,14,40,137
0,1,2.17,4,604.94,0,14,50,156
0,1,2.17,4,604.94,0,14,60,170
0,1,2.17,4,604.94,0,14,100,217
1,0,45.2,30,184.92,3.58,0.3,100,66
1,0,45.2,30,184.92,3.58,0.3,80,49
1,0,45.2,30,184.92,3.58,0.3,60,41
1,0,45.2,30,184.92,3.58,0.3,50,36
1,0,45.2,30,184.92,3.58,0.3,40,33
1,0,45.2,30,184.92,3.58,0.3,20,27.5
1,0,45.2,30,184.92,3.58,0.3,10,24
1,1,27,1.9,161,32.34,13,50,124
1,1,27,1.9,161,32.34,13,40,111
1,1,27,1.9,161,32.34,0.3,20,82
1,1,27,1.9,161,32.34,13,20,81
1,1,27,1.9,161,32.34,13,10,61
1,1,27,1.9,161,32.34,0.3,10,53
1,1,4.42,5,1715,2.9,13,10,46
1,1,3.5,5,1715,2.08,13,10,224
0,1,3.24,5,1715,1.23,13,10,80
1,0,2.17,2.5,1.03,0,14,80,248
1,0,2.17,2.5,1.03,0,14,60,212
1,0,2.17,2.5,1.03,0,14,50,193
1,0,2.17,2.5,1.03,0,0.3,80,175
1,0,2.17,2.5,1.03,0,14,40,171
1,0,2.17,2.5,1.03,0,0.3,60,144
1,0,2.17,2.5,1.03,0,0.3,50,125
1,0,2.17,2.5,1.03,0,14,20,123
1,0,2.17,2.5,1.03,0,0.3,40,105
1,0,2.17,2.5,1.03,0,14,10,93
1,0,2.17,2.5,1.03,0,0.3,20,61
1,0,2.17,2.5,1.03,0,0.3,10,34
1,1,8.28,5,323,0,14,100,92.7
1,1,8.28,5,323,0,14,10,16
1,1,7.49,5,287,4.69,14,100,50
1,1,7.49,5,287,4.69,14,10,7
1,0,6.84,3.5,716.3,0,7.4,40,200
1,0,6.84,3.5,716.3,0,0.3,100,170
1,0,6.84,3.5,716.3,0,0.3,80,161
1,0,6.84,3.5,716.3,0,7.4,20,150
1,0,6.84,3.5,716.3,0,0.3,60,148
1,0,6.84,3.5,716.3,0,0.3,50,141
1,0,6.84,3.5,716.3,0,0.3,40,133
1,0,6.84,3.5,716.3,0,14,100,128
1,0,6.84,3.5,716.3,0,14,80,116
1,0,6.84,3.5,716.3,0,0.3,20,108
1,0,6.84,3.5,716.3,0,7.4,10,101
1,0,6.84,3.5,716.3,0,14,60,100
1,0,6.84,3.5,716.3,0,14,50,90
1,0,6.84,3.5,716.3,0,0.3,10,85
1,0,6.84,3.5,716.3,0,14,40,79
1,0,6.84,3.5,716.3,0,14,20,48
1,0,6.84,3.5,716.3,0,14,10,23
1,0,4.43,3.5,716.3,0,0.3,100,116
1,0,4.43,3.5,716.3,0,0.3,80,109
1,0,4.43,3.5,716.3,0,14,100,101
1,0,4.43,3.5,716.3,0,0.3,60,100
1,0,4.43,3.5,716.3,0,0.3,50,94
1,0,4.43,3.5,716.3,0,14,80,91
1,0,4.43,3.5,716.3,0,0.3,40,87
1,0,4.43,3.5,716.3,0,7.4,40,86
1,0,4.43,3.5,716.3,0,14,60,76
1,0,4.43,3.5,716.3,0,14,50,69
1,0,4.43,3.5,716.3,0,0.3,20,67
1,0,4.43,3.5,716.3,0,14,40,59
1,0,4.43,3.5,716.3,0,7.4,20,57
1,0,4.43,3.5,716.3,0,0.3,10,44
1,0,4.43,3.5,716.3,0,7.4,10,39
1,0,4.43,3.5,716.3,0,14,20,34
1,0,4.43,3.5,716.3,0,14,10,14
1,0,2.05,3.5,716.3,0,0.3,80,176
1,0,2.05,3.5,716.3,0,7.4,60,174
1,0,2.05,3.5,716.3,0,0.3,60,164
1,0,2.05,3.5,716.3,0,7.4,50,162
1,0,2.05,3.5,716.3,0,0.3,50,157
1,0,2.05,3.5,716.3,0,14,100,152
1,0,2.05,3.5,716.3,0,7.4,40,148
1,0,2.05,3.5,716.3,0,0.3,40,148
1,0,2.05,3.5,716.3,0,14,80,138
1,0,2.05,3.5,716.3,0,14,60,124
1,0,2.05,3.5,716.3,0,0.3,20,120
1,0,2.05,3.5,716.3,0,14,50,114
1,0,2.05,3.5,716.3,0,7.4,20,107
1,0,2.05,3.5,716.3,0,14,40,104
1,0,2.05,3.5,716.3,0,0.3,10,93
1,0,2.05,3.5,716.3,0,14,20,71
1,0,2.05,3.5,716.3,0,7.4,10,68
1,0,2.05,3.5,716.3,0,14,10,43
0,0,1.01,3,647.6,0,7.4,20,185
0,0,1.01,3,647.6,0,0.3,100,141
0,0,1.01,3,647.6,0,0.3,80,133
0,0,1.01,3,647.6,0,7.4,10,129
0,0,1.01,3,647.6,0,14,100,125
0,0,1.01,3,647.6,0,0.3,60,122
0,0,1.01,3,647.6,0,0.3,50,115
0,0,1.01,3,647.6,0,14,80,111
0,0,1.01,3,647.6,0,0.3,40,107
0,0,1.01,3,647.6,0,14,60,95
0,0,1.01,3,647.6,0,14,50,86
0,0,1.01,3,647.6,0,0.3,20,85
0,0,1.01,3,647.6,0,14,40,74
0,0,1.01,3,647.6,0,0.3,10,65
0,0,1.01,3,647.6,0,14,20,45
0,0,1.01,3,647.6,0,14,10,22
1,0,7.5,5.2,490,0,0.3,10,145
0,0,5.6,5.2,490,0,0.3,10,63
1,0,4.19,12.5,124.09,1.6,14,60,735
1,0,4.19,12.5,124.09,1.6,14,50,671
1,0,4.19,12.5,124.09,1.6,14,40,598
1,0,4.19,12.5,124.09,1.6,14,20,445
1,0,4.19,12.5,124.09,1.6,14,10,355
0,0,12.03,12.5,232.2,4.39,14,60,406
0,0,12.03,12.5,232.2,4.39,14,50,372
0,0,12.03,12.5,232.2,4.39,14,40,338
0,0,12.03,12.5,232.2,4.39,14,20,262
0,0,12.03,12.5,232.2,4.39,14,10,198
1,0,48.02,40,97.4,5.62,0.3,20,295
1,0,48.02,40,97.4,5.62,0.3,10,248
1,1,17.66,10,388.9,8.7,0.3,20,167
1,1,16.63,10,388.9,10.7,0.3,20,75
1,1,16.63,10,388.9,10.7,0.3,10,58
1,1,12.15,10,388.9,9.7,0.3,20,89
1,1,12.15,10,388.9,9.7,0.3,10,74
1,1,11.54,10,388.9,10.8,0.3,20,116
1,1,11.54,10,388.9,10.8,0.3,10,85
1,0,9.92,10,170.41,7.86,13,50,230
1,0,9.92,10,170.41,7.86,13,40,210
1,0,9.92,10,170.41,7.86,13,20,169
1,0,9.92,10,170.41,7.86,13,10,130
1,0,7.16,10,148.29,8.62,13,50,364
1,0,7.16,10,148.29,8.62,13,40,360
1,0,7.16,10,148.29,8.62,13,20,340
1,0,7.16,10,148.29,8.62,13,10,313
1,0,4.79,10,158.09,6.97,13,20,440
1,0,4.79,10,158.09,6.97,13,10,394
1,0,31.48,29.6,8.7,4.34,14.5,100,391
1,0,31.48,29.6,8.7,4.34,14.5,80,358
1,0,31.48,29.6,8.7,4.34,14.5,60,323
1,0,31.48,29.6,8.7,4.34,14.5,50,303
1,0,31.48,29.6,8.7,4.34,14.5,40,283
1,0,31.48,29.6,8.7,4.34,14.5,20,230
1,0,31.48,29.6,8.7,4.34,14.5,10,186
1,0,25.15,23.3,2.8,9.88,14.3,100,341
1,0,25.15,23.3,2.8,9.88,14.3,80,307
1,0,25.15,23.3,2.8,9.88,14.3,60,269
1,0,25.15,23.3,2.8,9.88,14.3,50,248
1,0,25.15,23.3,2.8,9.88,14.3,40,225
1,0,25.15,23.3,2.8,9.88,14.3,20,166
1,0,25.15,23.3,2.8,9.88,14.3,10,120
1,0,23.58,13.8,8.8,10.93,14,100,358
1,0,23.58,13.8,8.8,10.93,14,80,325
1,0,23.58,13.8,8.8,10.93,14,60,292
1,0,23.58,13.8,8.8,10.93,14,50,271
1,0,23.58,13.8,8.8,10.93,14,40,249
1,0,23.58,13.8,8.8,10.93,14,20,193
1,0,23.58,13.8,8.8,10.93,14,10,147
0,0,63.27,4.8,37.4,1.63,7.4,60,632
0,0,63.27,4.8,37.4,1.63,7.4,50,586
0,0,63.27,4.8,37.4,1.63,7.4,40,535
0,0,63.27,4.8,37.4,1.63,0.3,60,405
0,0,63.27,4.8,37.4,1.63,7.4,20,405
0,0,63.27,4.8,37.4,1.63,0.3,50,385
0,0,63.27,4.8,37.4,1.63,0.3,40,365
0,0,63.27,4.8,37.4,1.63,14,20,330
0,0,63.27,4.8,37.4,1.63,7.4,10,326
0,0,63.27,4.8,37.4,1.63,0.3,20,319
0,0,63.27,4.8,37.4,1.63,14,10,289
0,0,63.27,4.8,37.4,1.63,0.3,10,284
0,0,62.09,4.8,43.3,0.87,7.4,60,545
0,0,62.09,4.8,43.3,0.87,7.4,50,502
0,0,62.09,4.8,43.3,0.87,7.4,40,453
0,0,62.09,4.8,43.3,0.87,14,60,358
0,0,62.09,4.8,43.3,0.87,0.3,60,354
0,0,62.09,4.8,43.3,0.87,14,50,337
0,0,62.09,4.8,43.3,0.87,0.3,50,327
0,0,62.09,4.8,43.3,0.87,7.4,20,327
0,0,62.09,4.8,43.3,0.87,14,40,312
0,0,62.09,4.8,43.3,0.87,0.3,40,302
0,0,62.09,4.8,43.3,0.87,14,20,255
0,0,62.09,4.8,43.3,0.87,7.4,10,241
0,0,62.09,4.8,43.3,0.87,0.3,20,239
0,0,62.09,4.8,43.3,0.87,14,10,206
0,0,62.09,4.8,43.3,0.87,0.3,10,200
0,0,61.52,4.8,47.2,2.53,7.4,60,418
0,0,61.52,4.8,47.2,2.53,7.4,50,374
0,0,61.52,4.8,47.2,2.53,7.4,40,328
0,0,61.52,4.8,47.2,2.53,14,60,276
0,0,61.52,4.8,47.2,2.53,0.3,60,267
0,0,61.52,4.8,47.2,2.53,14,50,264
0,0,61.52,4.8,47.2,2.53,14,40,253
0,0,61.52,4.8,47.2,2.53,0.3,50,251
0,0,61.52,4.8,47.2,2.53,0.3,40,234
0,0,61.52,4.8,47.2,2.53,7.4,20,228
0,0,61.52,4.8,47.2,2.53,14,20,220
0,0,61.52,4.8,47.2,2.53,0.3,20,192
0,0,61.52,4.8,47.2,2.53,14,10,190
0,0,61.52,4.8,47.2,2.53,0.3,10,165
0,0,61.52,4.8,47.2,2.53,7.4,10,163
0,0,60.2,4.8,78.9,1.89,7.4,60,261
0,0,60.2,4.8,78.9,1.89,7.4,50,234
0,0,60.2,4.8,78.9,1.89,7.4,40,210
0,0,60.2,4.8,78.9,1.89,14,60,197
0,0,60.2,4.8,78.9,1.89,14,50,192
0,0,60.2,4.8,78.9,1.89,14,40,186
0,0,60.2,4.8,78.9,1.89,14,20,163
0,0,60.2,4.8,78.9,1.89,7.4,20,150
0,0,60.2,4.8,78.9,1.89,0.3,60,147
0,0,60.2,4.8,78.9,1.89,0.3,50,141
0,0,60.2,4.8,78.9,1.89,0.3,40,135
0,0,60.2,4.8,78.9,1.89,14,10,130
0,0,60.2,4.8,78.9,1.89,0.3,20,117
0,0,60.2,4.8,78.9,1.89,7.4,10,110
0,0,60.2,4.8,78.9,1.89,0.3,10,100
0,0,19.99,30,541.2,17.36,13,200,319
0,0,19.99,30,541.2,17.36,13,150,294
0,0,19.99,30,541.2,17.36,13,100,265
0,0,19.99,30,541.2,17.36,13,80,249
0,0,19.99,30,541.2,17.36,13,60,232
0,0,19.99,30,541.2,17.36,13,50,222
0,0,19.99,30,541.2,17.36,13,40,214
0,0,19.99,30,541.2,17.36,13,20,183
0,0,19.99,30,541.2,17.36,13,10,157
1,0,37,10,110.3494,2.24,7.4,100,518
1,0,37,10,110.3494,2.24,7.4,80,458
1,0,37,10,110.3494,2.24,7.4,60,377
1,0,37,10,110.3494,2.24,0.3,250,357
1,0,37,10,110.3494,2.24,0.3,200,325
1,0,37,10,110.3494,2.24,7.4,50,322
1,0,37,10,110.3494,2.24,0.3,150,294
1,0,37,10,110.3494,2.24,14,250,290
1,0,37,10,110.3494,2.24,7.4,40,263
1,0,37,10,110.3494,2.24,14,200,254
1,0,37,10,110.3494,2.24,0.3,100,252
1,0,37,10,110.3494,2.24,0.3,80,234
1,0,37,10,110.3494,2.24,14,150,214
1,0,37,10,110.3494,2.24,0.3,60,212
1,0,37,10,110.3494,2.24,0.3,50,200
1,0,37,10,110.3494,2.24,0.3,40,185
1,0,37,10,110.3494,2.24,14,100,168
1,0,37,10,110.3494,2.24,7.4,20,150
1,0,37,10,110.3494,2.24,0.3,20,149
1,0,37,10,110.3494,2.24,14,80,147
1,0,37,10,110.3494,2.24,14,60,123
